driver_id,period,rule_id,target_id,target_type,driver_value,driver_weight
DRV00117_B003,2025-12,RULE_202512_07_V2,B003,BRANCH,56.22,0.04251335
DRV00117_B004,2025-12,RULE_202512_07_V2,B004,BRANCH,147.5,0.11154691
DRV00117_B005,2025-12,RULE_202512_07_V2,B005,BRANCH,176.69,0.13361927
DRV00117_B006,2025-12,RULE_202512_07_V2,B006,BRANCH,91.99,0.06956736
DRV00117_B007,2025-12,RULE_202512_07_V2,B007,BRANCH,138.38,0.10464628
DRV00117_B008,2025-12,RULE_202512_07_V2,B008,BRANCH,209.44,0.15838726
DRV00118_B001,2025-12,RULE_202512_08_V2,B001,BRANCH,68.41,0.05684992
DRV00118_B002,2025-12,RULE_202512_08_V2,B002,BRANCH,280.51,0.23310803
DRV00118_B003,2025-12,RULE_202512_08_V2,B003,BRANCH,170.88,0.14200301
DRV00118_B004,2025-12,RULE_202512_08_V2,B004,BRANCH,79.19,0.06580577
DRV00118_B005,2025-12,RULE_202512_08_V2,B005,BRANCH,40.69,0.03381371
DRV00118_B006,2025-12,RULE_202512_08_V2,B006,BRANCH,296.59,0.24647142
DRV00118_B007,2025-12,RULE_202512_08_V2,B007,BRANCH,122.79,0.1020392
DRV00118_B008,2025-12,RULE_202512_08_V2,B008,BRANCH,144.29,0.11990894
DRV00119_B001,2025-12,RULE_202512_09_V2,B001,BRANCH,75.96,0.05923175
DRV00119_B002,2025-12,RULE_202512_09_V2,B002,BRANCH,39.27,0.0306231
DRV00119_B003,2025-12,RULE_202512_09_V2,B003,BRANCH,259.61,0.20243187
DRV00119_B004,2025-12,RULE_202512_09_V2,B004,BRANCH,88.57,0.06906462
DRV00119_B005,2025-12,RULE_202512_09_V2,B005,BRANCH,67.52,0.05264923
DRV00119_B006,2025-12,RULE_202512_09_V2,B006,BRANCH,226.84,0.17688335
DRV00119_B007,2025-12,RULE_202512_09_V2,B007,BRANCH,230.51,0.17974279
DRV00119_B008,2025-12,RULE_202512_09_V2,B008,BRANCH,294.16,0.22937328
DRV00120_B001,2025-12,RULE_202512_10_V2,B001,BRANCH,145.81,0.15865348
DRV00120_B002,2025-12,RULE_202512_10_V2,B002,BRANCH,120.0,0.13056733
DRV00120_B003,2025-12,RULE_202512_10_V2,B003,BRANCH,140.05,0.15238667
DRV00120_B004,2025-12,RULE_202512_10_V2,B004,BRANCH,60.44,0.06575805
DRV00120_B005,2025-12,RULE_202512_10_V2,B005,BRANCH,163.1,0.17746049
DRV00120_B006,2025-12,RULE_202512_10_V2,B006,BRANCH,152.76,0.16621049
DRV00120_B007,2025-12,RULE_202512_10_V2,B007,BRANCH,30.32,0.03298929
DRV00120_B008,2025-12,RULE_202512_10_V2,B008,BRANCH,106.59,0.1159742
