allocation_id,period,pool_id,rule_id,target_id,target_type,allocated_amount,allocation_ratio,posting_status,management_account_code
ALLOC00084_B006,2025-09,POOL00084,RULE_202509_04_V2,B006,BRANCH,690988.54,0.16581093,POSTED,6602
ALLOC00084_B007,2025-09,POOL00084,RULE_202509_04_V2,B007,BRANCH,629357.84,0.15102191,POSTED,6602
ALLOC00084_B008,2025-09,POOL00084,RULE_202509_04_V2,B008,BRANCH,526707.96,0.12638985,POSTED,6602
ALLOC00085_B001,2025-09,POOL00085,RULE_202509_05_V2,B001,BRANCH,348502.74,0.17069765,POSTED,6602
ALLOC00085_B002,2025-09,POOL00085,RULE_202509_05_V2,B002,BRANCH,245367.67,0.1201818,POSTED,6602
ALLOC00085_B003,2025-09,POOL00085,RULE_202509_05_V2,B003,BRANCH,107369.6,0.05258994,POSTED,6602
ALLOC00085_B004,2025-09,POOL00085,RULE_202509_05_V2,B004,BRANCH,310612.01,0.15213867,POSTED,6602
ALLOC00085_B005,2025-09,POOL00085,RULE_202509_05_V2,B005,BRANCH,140373.23,0.06875521,POSTED,6602
ALLOC00085_B006,2025-09,POOL00085,RULE_202509_05_V2,B006,BRANCH,156685.48,0.076745,POSTED,6602
ALLOC00085_B007,2025-09,POOL00085,RULE_202509_05_V2,B007,BRANCH,395534.39,0.1937339,POSTED,6602
ALLOC00085_B008,2025-09,POOL00085,RULE_202509_05_V2,B008,BRANCH,337192.41,0.16515782,POSTED,6602
ALLOC00086_B001,2025-09,POOL00086,RULE_202509_06_V2,B001,BRANCH,1294280.8,0.07679769,POSTED,6602
ALLOC00086_B002,2025-09,POOL00086,RULE_202509_06_V2,B002,BRANCH,6065377.48,0.35989637,POSTED,6602
ALLOC00086_B003,2025-09,POOL00086,RULE_202509_06_V2,B003,BRANCH,1645573.81,0.09764207,POSTED,6602
ALLOC00086_B004,2025-09,POOL00086,RULE_202509_06_V2,B004,BRANCH,909711.14,0.05397879,POSTED,6602
ALLOC00086_B005,2025-09,POOL00086,RULE_202509_06_V2,B005,BRANCH,920176.94,0.05459979,POSTED,6602
ALLOC00086_B006,2025-09,POOL00086,RULE_202509_06_V2,B006,BRANCH,1829764.86,0.10857127,POSTED,6602
ALLOC00086_B007,2025-09,POOL00086,RULE_202509_06_V2,B007,BRANCH,2011416.04,0.11934976,POSTED,6602
ALLOC00086_B008,2025-09,POOL00086,RULE_202509_06_V2,B008,BRANCH,2176821.21,0.12916427,POSTED,6602
ALLOC00087_B001,2025-09,POOL00087,RULE_202509_07_V2,B001,BRANCH,153132.26,0.05384947,POSTED,6602
ALLOC00087_B002,2025-09,POOL00087,RULE_202509_07_V2,B002,BRANCH,124325.92,0.04371963,POSTED,6602
ALLOC00087_B003,2025-09,POOL00087,RULE_202509_07_V2,B003,BRANCH,352995.35,0.124132,POSTED,6602
ALLOC00087_B004,2025-09,POOL00087,RULE_202509_07_V2,B004,BRANCH,521390.38,0.18334867,POSTED,6602
ALLOC00087_B005,2025-09,POOL00087,RULE_202509_07_V2,B005,BRANCH,364997.24,0.1283525,POSTED,6602
ALLOC00087_B006,2025-09,POOL00087,RULE_202509_07_V2,B006,BRANCH,573054.89,0.20151667,POSTED,6602
ALLOC00087_B007,2025-09,POOL00087,RULE_202509_07_V2,B007,BRANCH,342550.83,0.12045915,POSTED,6602
ALLOC00087_B008,2025-09,POOL00087,RULE_202509_07_V2,B008,BRANCH,411262.73,0.14462192,POSTED,6602
ALLOC00088_B001,2025-09,POOL00088,RULE_202509_08_V2,B001,BRANCH,2111543.17,0.14021511,POSTED,6602
ALLOC00088_B002,2025-09,POOL00088,RULE_202509_08_V2,B002,BRANCH,1714578.65,0.11385504,POSTED,6602
ALLOC00088_B003,2025-09,POOL00088,RULE_202509_08_V2,B003,BRANCH,1951183.37,0.12956656,POSTED,6602
ALLOC00088_B004,2025-09,POOL00088,RULE_202509_08_V2,B004,BRANCH,2420508.36,0.16073166,POSTED,6602
ALLOC00088_B005,2025-09,POOL00088,RULE_202509_08_V2,B005,BRANCH,2569978.79,0.17065711,POSTED,6602
ALLOC00088_B006,2025-09,POOL00088,RULE_202509_08_V2,B006,BRANCH,1173189.58,0.07790459,POSTED,6602
ALLOC00088_B007,2025-09,POOL00088,RULE_202509_08_V2,B007,BRANCH,1932078.12,0.12829789,POSTED,6602
ALLOC00088_B008,2025-09,POOL00088,RULE_202509_08_V2,B008,BRANCH,1186253.05,0.07877206,POSTED,6602
ALLOC00089_B001,2025-09,POOL00089,RULE_202509_09_V2,B001,BRANCH,952633.76,0.13753717,POSTED,6602
ALLOC00089_B002,2025-09,POOL00089,RULE_202509_09_V2,B002,BRANCH,1279181.81,0.18468277,POSTED,6602
ALLOC00089_B003,2025-09,POOL00089,RULE_202509_09_V2,B003,BRANCH,600995.07,0.08676908,POSTED,6602
ALLOC00089_B004,2025-09,POOL00089,RULE_202509_09_V2,B004,BRANCH,701461.09,0.10127394,POSTED,6602
ALLOC00089_B005,2025-09,POOL00089,RULE_202509_09_V2,B005,BRANCH,1378316.84,0.19899546,POSTED,6602
ALLOC00089_B006,2025-09,POOL00089,RULE_202509_09_V2,B006,BRANCH,292172.18,0.04218256,POSTED,6602
ALLOC00089_B007,2025-09,POOL00089,RULE_202509_09_V2,B007,BRANCH,1232389.15,0.17792705,POSTED,6602
ALLOC00089_B008,2025-09,POOL00089,RULE_202509_09_V2,B008,BRANCH,489223.41,0.07063197,POSTED,6602
ALLOC00090_B001,2025-09,POOL00090,RULE_202509_10_V2,B001,BRANCH,308875.33,0.0532295,POSTED,6602
ALLOC00090_B002,2025-09,POOL00090,RULE_202509_10_V2,B002,BRANCH,1070046.07,0.18440454,POSTED,6602
ALLOC00090_B003,2025-09,POOL00090,RULE_202509_10_V2,B003,BRANCH,1205777.19,0.20779553,POSTED,6602
ALLOC00090_B004,2025-09,POOL00090,RULE_202509_10_V2,B004,BRANCH,690917.4,0.11906806,POSTED,6602
ALLOC00090_B005,2025-09,POOL00090,RULE_202509_10_V2,B005,BRANCH,138434.01,0.02385679,POSTED,6602
ALLOC00090_B006,2025-09,POOL00090,RULE_202509_10_V2,B006,BRANCH,520244.44,0.08965543,POSTED,6602
ALLOC00090_B007,2025-09,POOL00090,RULE_202509_10_V2,B007,BRANCH,703650.47,0.12126239,POSTED,6602
ALLOC00090_B008,2025-09,POOL00090,RULE_202509_10_V2,B008,BRANCH,1164765.0,0.20072777,POSTED,6602
ALLOC00091_B001,2025-10,POOL00091,RULE_202510_01_V2,B001,BRANCH,74685.8,0.0398254,POSTED,6602
ALLOC00091_B002,2025-10,POOL00091,RULE_202510_01_V2,B002,BRANCH,364434.42,0.19433075,POSTED,6602
ALLOC00091_B003,2025-10,POOL00091,RULE_202510_01_V2,B003,BRANCH,161107.06,0.08590862,POSTED,6602
ALLOC00091_B004,2025-10,POOL00091,RULE_202510_01_V2,B004,BRANCH,202083.83,0.10775904,POSTED,6602
ALLOC00091_B005,2025-10,POOL00091,RULE_202510_01_V2,B005,BRANCH,301359.42,0.16069669,POSTED,6602
ALLOC00091_B006,2025-10,POOL00091,RULE_202510_01_V2,B006,BRANCH,354061.49,0.1887995,POSTED,6602
ALLOC00091_B007,2025-10,POOL00091,RULE_202510_01_V2,B007,BRANCH,171372.65,0.09138263,POSTED,6602
ALLOC00091_B008,2025-10,POOL00091,RULE_202510_01_V2,B008,BRANCH,246226.0,0.13129738,POSTED,6602
ALLOC00092_B001,2025-10,POOL00092,RULE_202510_02_V2,B001,BRANCH,4181818.37,0.23427925,POSTED,6602
ALLOC00092_B002,2025-10,POOL00092,RULE_202510_02_V2,B002,BRANCH,1522242.3,0.08528103,POSTED,6602
ALLOC00092_B003,2025-10,POOL00092,RULE_202510_02_V2,B003,BRANCH,1303237.73,0.07301167,POSTED,6602
ALLOC00092_B004,2025-10,POOL00092,RULE_202510_02_V2,B004,BRANCH,3740856.61,0.20957512,POSTED,6602
ALLOC00092_B005,2025-10,POOL00092,RULE_202510_02_V2,B005,BRANCH,1879718.91,0.10530805,POSTED,6602
ALLOC00092_B006,2025-10,POOL00092,RULE_202510_02_V2,B006,BRANCH,1922448.28,0.10770189,POSTED,6602
ALLOC00092_B007,2025-10,POOL00092,RULE_202510_02_V2,B007,BRANCH,1716041.13,0.09613828,POSTED,6602
ALLOC00092_B008,2025-10,POOL00092,RULE_202510_02_V2,B008,BRANCH,1583353.75,0.0887047,POSTED,6602
ALLOC00093_B001,2025-10,POOL00093,RULE_202510_03_V2,B001,BRANCH,60703.69,0.07266227,POSTED,6602
ALLOC00093_B002,2025-10,POOL00093,RULE_202510_03_V2,B002,BRANCH,69040.61,0.08264156,POSTED,6602
ALLOC00093_B003,2025-10,POOL00093,RULE_202510_03_V2,B003,BRANCH,224351.51,0.26854859,POSTED,6602
ALLOC00093_B004,2025-10,POOL00093,RULE_202510_03_V2,B004,BRANCH,124380.53,0.14888341,POSTED,6602
ALLOC00093_B005,2025-10,POOL00093,RULE_202510_03_V2,B005,BRANCH,115476.2,0.13822493,POSTED,6602
ALLOC00093_B006,2025-10,POOL00093,RULE_202510_03_V2,B006,BRANCH,55347.11,0.06625045,POSTED,6602
ALLOC00093_B007,2025-10,POOL00093,RULE_202510_03_V2,B007,BRANCH,132815.54,0.15898011,POSTED,6602
ALLOC00093_B008,2025-10,POOL00093,RULE_202510_03_V2,B008,BRANCH,53307.21,0.06380869,POSTED,6602
ALLOC00094_B001,2025-10,POOL00094,RULE_202510_04_V2,B001,BRANCH,330382.95,0.11529391,POSTED,6602
ALLOC00094_B002,2025-10,POOL00094,RULE_202510_04_V2,B002,BRANCH,503599.41,0.17574135,POSTED,6602
ALLOC00094_B003,2025-10,POOL00094,RULE_202510_04_V2,B003,BRANCH,284906.06,0.09942382,POSTED,6602
ALLOC00094_B004,2025-10,POOL00094,RULE_202510_04_V2,B004,BRANCH,186497.25,0.06508204,POSTED,6602
ALLOC00094_B005,2025-10,POOL00094,RULE_202510_04_V2,B005,BRANCH,463127.13,0.16161772,POSTED,6602
ALLOC00094_B006,2025-10,POOL00094,RULE_202510_04_V2,B006,BRANCH,506495.79,0.1767521,POSTED,6602
ALLOC00094_B007,2025-10,POOL00094,RULE_202510_04_V2,B007,BRANCH,168264.48,0.05871935,POSTED,6602
ALLOC00094_B008,2025-10,POOL00094,RULE_202510_04_V2,B008,BRANCH,422298.44,0.14736971,POSTED,6602
ALLOC00095_B001,2025-10,POOL00095,RULE_202510_05_V2,B001,BRANCH,481627.8,0.05421169,POSTED,6602
ALLOC00095_B002,2025-10,POOL00095,RULE_202510_05_V2,B002,BRANCH,2039872.53,0.22960662,POSTED,6602
ALLOC00095_B003,2025-10,POOL00095,RULE_202510_05_V2,B003,BRANCH,1656750.77,0.18648271,POSTED,6602
ALLOC00095_B004,2025-10,POOL00095,RULE_202510_05_V2,B004,BRANCH,896309.28,0.10088794,POSTED,6602
ALLOC00095_B005,2025-10,POOL00095,RULE_202510_05_V2,B005,BRANCH,914395.82,0.10292375,POSTED,6602
ALLOC00095_B006,2025-10,POOL00095,RULE_202510_05_V2,B006,BRANCH,557259.18,0.0627247,POSTED,6602
ALLOC00095_B007,2025-10,POOL00095,RULE_202510_05_V2,B007,BRANCH,713686.19,0.08033202,POSTED,6602
ALLOC00095_B008,2025-10,POOL00095,RULE_202510_05_V2,B008,BRANCH,1624304.43,0.18283057,POSTED,6602
ALLOC00096_B001,2025-10,POOL00096,RULE_202510_06_V2,B001,BRANCH,1782971.77,0.06539215,POSTED,6602
ALLOC00096_B002,2025-10,POOL00096,RULE_202510_06_V2,B002,BRANCH,7976928.0,0.29256126,POSTED,6602
ALLOC00096_B003,2025-10,POOL00096,RULE_202510_06_V2,B003,BRANCH,933321.15,0.03423042,POSTED,6602
ALLOC00096_B004,2025-10,POOL00096,RULE_202510_06_V2,B004,BRANCH,2841919.7,0.10423005,POSTED,6602
ALLOC00096_B005,2025-10,POOL00096,RULE_202510_06_V2,B005,BRANCH,4024374.79,0.14759769,POSTED,6602
ALLOC00096_B006,2025-10,POOL00096,RULE_202510_06_V2,B006,BRANCH,4726259.05,0.17333995,POSTED,6602
ALLOC00096_B007,2025-10,POOL00096,RULE_202510_06_V2,B007,BRANCH,4133722.89,0.15160814,POSTED,6602
ALLOC00096_B008,2025-10,POOL00096,RULE_202510_06_V2,B008,BRANCH,846340.54,0.03104033,POSTED,6602
ALLOC00097_B001,2025-10,POOL00097,RULE_202510_07_V2,B001,BRANCH,685206.62,0.16591666,POSTED,6602
ALLOC00097_B002,2025-10,POOL00097,RULE_202510_07_V2,B002,BRANCH,985105.26,0.23853443,POSTED,6602
ALLOC00097_B003,2025-10,POOL00097,RULE_202510_07_V2,B003,BRANCH,751680.99,0.18201283,POSTED,6602
ALLOC00097_B004,2025-10,POOL00097,RULE_202510_07_V2,B004,BRANCH,206678.03,0.05004524,POSTED,6602
ALLOC00097_B005,2025-10,POOL00097,RULE_202510_07_V2,B005,BRANCH,236376.28,0.0572364,POSTED,6602
ALLOC00097_B006,2025-10,POOL00097,RULE_202510_07_V2,B006,BRANCH,670595.88,0.1623788,POSTED,6602
ALLOC00097_B007,2025-10,POOL00097,RULE_202510_07_V2,B007,BRANCH,343297.21,0.08312635,POSTED,6602
ALLOC00097_B008,2025-10,POOL00097,RULE_202510_07_V2,B008,BRANCH,250883.91,0.0607493,POSTED,6602
ALLOC00098_B001,2025-10,POOL00098,RULE_202510_08_V2,B001,BRANCH,114696.63,0.15720736,POSTED,6602
ALLOC00098_B002,2025-10,POOL00098,RULE_202510_08_V2,B002,BRANCH,75748.39,0.10382349,POSTED,6602
ALLOC00098_B003,2025-10,POOL00098,RULE_202510_08_V2,B003,BRANCH,168239.8,0.23059557,POSTED,6602
ALLOC00098_B004,2025-10,POOL00098,RULE_202510_08_V2,B004,BRANCH,44142.62,0.06050348,POSTED,6602
ALLOC00098_B005,2025-10,POOL00098,RULE_202510_08_V2,B005,BRANCH,102364.39,0.14030434,POSTED,6602
ALLOC00098_B006,2025-10,POOL00098,RULE_202510_08_V2,B006,BRANCH,36377.43,0.04986023,POSTED,6602
ALLOC00098_B007,2025-10,POOL00098,RULE_202510_08_V2,B007,BRANCH,100473.77,0.13771299,POSTED,6602
ALLOC00098_B008,2025-10,POOL00098,RULE_202510_08_V2,B008,BRANCH,87545.13,0.11999254,POSTED,6602
ALLOC00099_B001,2025-10,POOL00099,RULE_202510_09_V2,B001,BRANCH,259149.84,0.16423693,POSTED,6602
ALLOC00099_B002,2025-10,POOL00099,RULE_202510_09_V2,B002,BRANCH,233576.07,0.14802948,POSTED,6602
ALLOC00099_B003,2025-10,POOL00099,RULE_202510_09_V2,B003,BRANCH,130328.64,0.08259614,POSTED,6602
ALLOC00099_B004,2025-10,POOL00099,RULE_202510_09_V2,B004,BRANCH,203827.09,0.12917598,POSTED,6602
ALLOC00099_B005,2025-10,POOL00099,RULE_202510_09_V2,B005,BRANCH,260534.57,0.16511451,POSTED,6602
ALLOC00099_B006,2025-10,POOL00099,RULE_202510_09_V2,B006,BRANCH,167846.37,0.1063731,POSTED,6602
ALLOC00099_B007,2025-10,POOL00099,RULE_202510_09_V2,B007,BRANCH,49100.48,0.03111757,POSTED,6602
ALLOC00099_B008,2025-10,POOL00099,RULE_202510_09_V2,B008,BRANCH,273539.29,0.17335628,POSTED,6602
ALLOC00100_B001,2025-10,POOL00100,RULE_202510_10_V2,B001,BRANCH,3358842.64,0.15374558,POSTED,6602
ALLOC00100_B002,2025-10,POOL00100,RULE_202510_10_V2,B002,BRANCH,2246933.99,0.10284976,POSTED,6602
ALLOC00100_B003,2025-10,POOL00100,RULE_202510_10_V2,B003,BRANCH,2808173.51,0.12853959,POSTED,6602
ALLOC00100_B004,2025-10,POOL00100,RULE_202510_10_V2,B004,BRANCH,4573337.88,0.20933713,POSTED,6602
ALLOC00100_B005,2025-10,POOL00100,RULE_202510_10_V2,B005,BRANCH,4340442.67,0.19867673,POSTED,6602
ALLOC00100_B006,2025-10,POOL00100,RULE_202510_10_V2,B006,BRANCH,1321323.14,0.06048143,POSTED,6602
ALLOC00100_B007,2025-10,POOL00100,RULE_202510_10_V2,B007,BRANCH,1192970.52,0.05460629,POSTED,6602
ALLOC00100_B008,2025-10,POOL00100,RULE_202510_10_V2,B008,BRANCH,2004734.42,0.09176347,POSTED,6602
ALLOC00101_B001,2025-11,POOL00101,RULE_202511_01_V2,B001,BRANCH,171076.83,0.03038792,POSTED,6602
ALLOC00101_B002,2025-11,POOL00101,RULE_202511_01_V2,B002,BRANCH,992406.32,0.17627846,POSTED,6602
ALLOC00101_B003,2025-11,POOL00101,RULE_202511_01_V2,B003,BRANCH,603691.69,0.10723213,POSTED,6602
ALLOC00101_B004,2025-11,POOL00101,RULE_202511_01_V2,B004,BRANCH,766343.19,0.13612347,POSTED,6602
ALLOC00101_B005,2025-11,POOL00101,RULE_202511_01_V2,B005,BRANCH,762512.27,0.135443,POSTED,6602
ALLOC00101_B006,2025-11,POOL00101,RULE_202511_01_V2,B006,BRANCH,982266.17,0.17447729,POSTED,6602
ALLOC00101_B007,2025-11,POOL00101,RULE_202511_01_V2,B007,BRANCH,566509.96,0.10062764,POSTED,6602
ALLOC00101_B008,2025-11,POOL00101,RULE_202511_01_V2,B008,BRANCH,784958.7,0.1394301,POSTED,6602
ALLOC00102_B001,2025-11,POOL00102,RULE_202511_02_V2,B001,BRANCH,408522.73,0.1691193,POSTED,6602
ALLOC00102_B002,2025-11,POOL00102,RULE_202511_02_V2,B002,BRANCH,253144.44,0.10479615,POSTED,6602
ALLOC00102_B003,2025-11,POOL00102,RULE_202511_02_V2,B003,BRANCH,327518.56,0.13558538,POSTED,6602
ALLOC00102_B004,2025-11,POOL00102,RULE_202511_02_V2,B004,BRANCH,337077.53,0.13954258,POSTED,6602
ALLOC00102_B005,2025-11,POOL00102,RULE_202511_02_V2,B005,BRANCH,374621.23,0.15508484,POSTED,6602
ALLOC00102_B006,2025-11,POOL00102,RULE_202511_02_V2,B006,BRANCH,433893.07,0.17962206,POSTED,6602
ALLOC00102_B007,2025-11,POOL00102,RULE_202511_02_V2,B007,BRANCH,65880.3,0.02727297,POSTED,6602
ALLOC00102_B008,2025-11,POOL00102,RULE_202511_02_V2,B008,BRANCH,214931.2,0.08897672,POSTED,6602
ALLOC00103_B001,2025-11,POOL00103,RULE_202511_03_V2,B001,BRANCH,411766.97,0.05395495,POSTED,6602
ALLOC00103_B002,2025-11,POOL00103,RULE_202511_03_V2,B002,BRANCH,1660477.42,0.2175769,POSTED,6602
ALLOC00103_B003,2025-11,POOL00103,RULE_202511_03_V2,B003,BRANCH,877761.43,0.11501548,POSTED,6602
ALLOC00103_B004,2025-11,POOL00103,RULE_202511_03_V2,B004,BRANCH,878609.21,0.11512657,POSTED,6602
ALLOC00103_B005,2025-11,POOL00103,RULE_202511_03_V2,B005,BRANCH,986534.03,0.12926825,POSTED,6602
ALLOC00103_B006,2025-11,POOL00103,RULE_202511_03_V2,B006,BRANCH,1024989.27,0.13430715,POSTED,6602
ALLOC00103_B007,2025-11,POOL00103,RULE_202511_03_V2,B007,BRANCH,870640.87,0.11408245,POSTED,6602
ALLOC00103_B008,2025-11,POOL00103,RULE_202511_03_V2,B008,BRANCH,920901.54,0.12066825,POSTED,6602
ALLOC00104_B001,2025-11,POOL00104,RULE_202511_04_V2,B001,BRANCH,1001804.6,0.15545646,POSTED,6602
ALLOC00104_B002,2025-11,POOL00104,RULE_202511_04_V2,B002,BRANCH,324895.23,0.05041608,POSTED,6602
ALLOC00104_B003,2025-11,POOL00104,RULE_202511_04_V2,B003,BRANCH,1280010.24,0.19862742,POSTED,6602
ALLOC00104_B004,2025-11,POOL00104,RULE_202511_04_V2,B004,BRANCH,364312.38,0.05653269,POSTED,6602
ALLOC00104_B005,2025-11,POOL00104,RULE_202511_04_V2,B005,BRANCH,1114185.21,0.17289528,POSTED,6602
ALLOC00104_B006,2025-11,POOL00104,RULE_202511_04_V2,B006,BRANCH,696858.91,0.10813608,POSTED,6602
ALLOC00104_B007,2025-11,POOL00104,RULE_202511_04_V2,B007,BRANCH,781694.6,0.12130058,POSTED,6602
ALLOC00104_B008,2025-11,POOL00104,RULE_202511_04_V2,B008,BRANCH,880516.48,0.1366354,POSTED,6602
ALLOC00105_B001,2025-11,POOL00105,RULE_202511_05_V2,B001,BRANCH,713546.91,0.18520755,POSTED,6602
ALLOC00105_B002,2025-11,POOL00105,RULE_202511_05_V2,B002,BRANCH,227946.23,0.0591655,POSTED,6602
ALLOC00105_B003,2025-11,POOL00105,RULE_202511_05_V2,B003,BRANCH,665666.52,0.17277976,POSTED,6602
ALLOC00105_B004,2025-11,POOL00105,RULE_202511_05_V2,B004,BRANCH,228359.12,0.05927267,POSTED,6602
ALLOC00105_B005,2025-11,POOL00105,RULE_202511_05_V2,B005,BRANCH,631237.94,0.16384351,POSTED,6602
ALLOC00105_B006,2025-11,POOL00105,RULE_202511_05_V2,B006,BRANCH,260266.44,0.06755451,POSTED,6602
ALLOC00105_B007,2025-11,POOL00105,RULE_202511_05_V2,B007,BRANCH,706643.69,0.18341576,POSTED,6602
ALLOC00105_B008,2025-11,POOL00105,RULE_202511_05_V2,B008,BRANCH,419021.17,0.10876073,POSTED,6602
ALLOC00106_B001,2025-11,POOL00106,RULE_202511_06_V2,B001,BRANCH,1767295.56,0.09917664,POSTED,6602
ALLOC00106_B002,2025-11,POOL00106,RULE_202511_06_V2,B002,BRANCH,5799670.68,0.32546443,POSTED,6602
ALLOC00106_B003,2025-11,POOL00106,RULE_202511_06_V2,B003,BRANCH,2487309.45,0.13958219,POSTED,6602
ALLOC00106_B004,2025-11,POOL00106,RULE_202511_06_V2,B004,BRANCH,2315208.29,0.12992427,POSTED,6602
ALLOC00106_B005,2025-11,POOL00106,RULE_202511_06_V2,B005,BRANCH,1888620.76,0.10598514,POSTED,6602
ALLOC00106_B006,2025-11,POOL00106,RULE_202511_06_V2,B006,BRANCH,1016935.17,0.05706811,POSTED,6602
ALLOC00106_B007,2025-11,POOL00106,RULE_202511_06_V2,B007,BRANCH,956874.68,0.05369765,POSTED,6602
ALLOC00106_B008,2025-11,POOL00106,RULE_202511_06_V2,B008,BRANCH,1587761.28,0.08910158,POSTED,6602
ALLOC00107_B001,2025-11,POOL00107,RULE_202511_07_V2,B001,BRANCH,472872.21,0.09722018,POSTED,6602
ALLOC00107_B002,2025-11,POOL00107,RULE_202511_07_V2,B002,BRANCH,904657.38,0.18599307,POSTED,6602
ALLOC00107_B003,2025-11,POOL00107,RULE_202511_07_V2,B003,BRANCH,133873.38,0.0275237,POSTED,6602
ALLOC00107_B004,2025-11,POOL00107,RULE_202511_07_V2,B004,BRANCH,782122.99,0.16080061,POSTED,6602
ALLOC00107_B005,2025-11,POOL00107,RULE_202511_07_V2,B005,BRANCH,577514.0,0.11873401,POSTED,6602
ALLOC00107_B006,2025-11,POOL00107,RULE_202511_07_V2,B006,BRANCH,517952.02,0.10648837,POSTED,6602
ALLOC00107_B007,2025-11,POOL00107,RULE_202511_07_V2,B007,BRANCH,816513.27,0.16787108,POSTED,6602
ALLOC00107_B008,2025-11,POOL00107,RULE_202511_07_V2,B008,BRANCH,658425.29,0.13536897,POSTED,6602
ALLOC00108_B001,2025-11,POOL00108,RULE_202511_08_V2,B001,BRANCH,1251469.25,0.08095682,POSTED,6602
ALLOC00108_B002,2025-11,POOL00108,RULE_202511_08_V2,B002,BRANCH,4431542.34,0.28667392,POSTED,6602
ALLOC00108_B003,2025-11,POOL00108,RULE_202511_08_V2,B003,BRANCH,1957983.27,0.12666081,POSTED,6602
ALLOC00108_B004,2025-11,POOL00108,RULE_202511_08_V2,B004,BRANCH,2567568.33,0.16609452,POSTED,6602
ALLOC00108_B005,2025-11,POOL00108,RULE_202511_08_V2,B005,BRANCH,841822.58,0.05445702,POSTED,6602
ALLOC00108_B006,2025-11,POOL00108,RULE_202511_08_V2,B006,BRANCH,2566021.05,0.16599442,POSTED,6602
ALLOC00108_B007,2025-11,POOL00108,RULE_202511_08_V2,B007,BRANCH,805286.19,0.0520935,POSTED,6602
ALLOC00108_B008,2025-11,POOL00108,RULE_202511_08_V2,B008,BRANCH,1036784.42,0.06706899,POSTED,6602
ALLOC00109_B001,2025-11,POOL00109,RULE_202511_09_V2,B001,BRANCH,1753192.27,0.06943992,POSTED,6602
ALLOC00109_B002,2025-11,POOL00109,RULE_202511_09_V2,B002,BRANCH,1446264.67,0.05728322,POSTED,6602
ALLOC00109_B003,2025-11,POOL00109,RULE_202511_09_V2,B003,BRANCH,5267291.07,0.20862531,POSTED,6602
ALLOC00109_B004,2025-11,POOL00109,RULE_202511_09_V2,B004,BRANCH,4382707.56,0.17358898,POSTED,6602
ALLOC00109_B005,2025-11,POOL00109,RULE_202511_09_V2,B005,BRANCH,5116059.98,0.20263539,POSTED,6602
ALLOC00109_B006,2025-11,POOL00109,RULE_202511_09_V2,B006,BRANCH,595716.79,0.02359497,POSTED,6602
ALLOC00109_B007,2025-11,POOL00109,RULE_202511_09_V2,B007,BRANCH,1696322.31,0.06718743,POSTED,6602
ALLOC00109_B008,2025-11,POOL00109,RULE_202511_09_V2,B008,BRANCH,4990058.81,0.19764477,POSTED,6602
ALLOC00110_B001,2025-11,POOL00110,RULE_202511_10_V2,B001,BRANCH,1251785.32,0.11637999,POSTED,6602
ALLOC00110_B002,2025-11,POOL00110,RULE_202511_10_V2,B002,BRANCH,562434.48,0.05229021,POSTED,6602
ALLOC00110_B003,2025-11,POOL00110,RULE_202511_10_V2,B003,BRANCH,1354872.66,0.12596415,POSTED,6602
ALLOC00110_B004,2025-11,POOL00110,RULE_202511_10_V2,B004,BRANCH,1548239.41,0.14394169,POSTED,6602
ALLOC00110_B005,2025-11,POOL00110,RULE_202511_10_V2,B005,BRANCH,945953.63,0.08794645,POSTED,6602
ALLOC00110_B006,2025-11,POOL00110,RULE_202511_10_V2,B006,BRANCH,1881882.11,0.17496085,POSTED,6602
ALLOC00110_B007,2025-11,POOL00110,RULE_202511_10_V2,B007,BRANCH,1214026.42,0.1128695,POSTED,6602
ALLOC00110_B008,2025-11,POOL00110,RULE_202511_10_V2,B008,BRANCH,1996824.18,0.18564716,POSTED,6602
ALLOC00111_B001,2025-12,POOL00111,RULE_202512_01_V2,B001,BRANCH,192333.15,0.02441306,POSTED,6602
ALLOC00111_B002,2025-12,POOL00111,RULE_202512_01_V2,B002,BRANCH,3397121.64,0.43120037,POSTED,6602
ALLOC00111_B003,2025-12,POOL00111,RULE_202512_01_V2,B003,BRANCH,1234785.77,0.15673271,POSTED,6602
ALLOC00111_B004,2025-12,POOL00111,RULE_202512_01_V2,B004,BRANCH,587026.72,0.07451195,POSTED,6602
ALLOC00111_B005,2025-12,POOL00111,RULE_202512_01_V2,B005,BRANCH,610568.29,0.0775001,POSTED,6602
ALLOC00111_B006,2025-12,POOL00111,RULE_202512_01_V2,B006,BRANCH,350090.87,0.04443742,POSTED,6602
ALLOC00111_B007,2025-12,POOL00111,RULE_202512_01_V2,B007,BRANCH,1101568.21,0.13982326,POSTED,6602
ALLOC00111_B008,2025-12,POOL00111,RULE_202512_01_V2,B008,BRANCH,404795.46,0.05138113,POSTED,6602
ALLOC00112_B001,2025-12,POOL00112,RULE_202512_02_V2,B001,BRANCH,406980.03,0.13060076,POSTED,6602
ALLOC00112_B002,2025-12,POOL00112,RULE_202512_02_V2,B002,BRANCH,202766.08,0.06506807,POSTED,6602
ALLOC00112_B003,2025-12,POOL00112,RULE_202512_02_V2,B003,BRANCH,605226.55,0.19421849,POSTED,6602
ALLOC00112_B004,2025-12,POOL00112,RULE_202512_02_V2,B004,BRANCH,155939.28,0.05004125,POSTED,6602
